Date,Open,High,Low,Close,Volume,30-day MA,90-day MA,Volatility,Daily Returns,10-day Momentum,Close (Scaled),PE_Ratio
2017-01-03 00:00:00-05:00,57.01884170657253,57.06424541005774,56.41950381395837,56.82814407348633,20694100,56.067771657307944,53.7016788482666,0.0098777203828762,0.0070809272293843595,0.0044943856590704545,0.12165623829226863,
2017-01-04 00:00:00-05:00,56.737335351947124,56.98251951695278,56.41042313193959,56.57387924194336,21340000,56.12679723103841,53.747288428412546,0.009871557918054594,-0.004474276534777721,-0.020748273491835167,0.12111138093581643,
2017-01-05 00:00:00-05:00,56.473989012043205,56.900791461950895,56.328695076937706,56.57387924194336,24876000,56.17038536071777,53.79430109659831,0.009774889641966893,0.0,-0.019515346279170398,0.12111138093581643,
2017-01-06 00:00:00-05:00,56.573890150872266,57.345767144523876,56.33778875982954,57.06425857543945,19922900,56.22244962056478,53.84606090121799,0.009860902729588101,0.008667946056853282,-0.011016558191145887,0.12216220178935755,
2017-01-09 00:00:00-05:00,56.991598980046106,57.282190314886826,56.791821983948985,56.88262939453125,20382700,56.29025395711263,53.897907214694555,0.009598955451247289,-0.003182888649435278,-0.014319281986067911,0.12177299344007982,
2017-01-10 00:00:00-05:00,56.964357851643356,57.27310789951462,56.555717572978345,56.86446762084961,18593000,56.35351727803548,53.95386127895779,0.009601628225283076,-0.0003192850589882612,-0.009803995158583212,0.12173407505747608,
2017-01-11 00:00:00-05:00,56.85538327452507,57.418396795663355,56.691927177407436,57.38207244873047,21517300,56.43161277770996,54.01426361931695,0.009710157902768756,0.00910242985711296,-0.0014223510255585436,0.1228432367000621,
2017-01-12 00:00:00-05:00,57.26401739638023,57.57276738414683,56.25603939325753,56.855377197265625,20968200,56.47762222290039,54.06801206800673,0.009817673167562338,-0.00917874222712034,-0.006033107163228579,0.1217145954301405,
2017-01-13 00:00:00-05:00,56.86446601738175,57.091488003118435,56.61928185709646,56.93711471557617,19422300,56.55147984822591,54.12327003479004,0.009430593969686851,0.0014376391880568384,-0.003179586213676422,0.12188974858789099,
2017-01-17 00:00:00-05:00,56.91895613229949,56.937118307994034,56.32869754650982,56.78274154663086,20664000,56.65227750142415,54.176311535305445,0.008767146429909145,-0.0027112924445937825,0.006276325573116415,0.12155894642296605,
2017-01-18 00:00:00-05:00,56.90987026778329,56.93711526190792,56.41042258718633,56.755496978759766,19670100,56.750653711954754,54.23135553995768,0.008775779659739615,-0.0004798036714855902,-0.0012783647242221585,0.12150056476185371,
2017-01-19 00:00:00-05:00,56.519396181329206,57.19137933216189,56.48307183153267,56.57387924194336,18451700,56.81361465454101,54.296608522203236,0.008374948862131687,-0.0032000025809724164,0.0,0.12111138093581643,
2017-01-20 00:00:00-05:00,56.90986892087359,57.04608349603102,56.63744323463928,56.97343826293945,30213500,56.89806709289551,54.357882520887586,0.008371662421097485,0.007062606035681984,0.007062606035681984,0.12196758535309844,
2017-01-23 00:00:00-05:00,56.93712022432094,57.318515534500406,56.81906781037357,57.173221588134766,23097600,56.94619598388672,54.42658771938748,0.007269988761006504,0.003506604679066161,0.00190947916288553,0.12239569573615294,
2017-01-24 00:00:00-05:00,57.391163362928886,57.881531723451666,57.155058538641235,57.6817512512207,24672900,57.02217305501302,54.503649393717446,0.0072972285804268275,0.008894542741517908,0.014048609658088074,0.12348541044905732,
2017-01-25 00:00:00-05:00,58.07222579110389,58.20843690678752,57.6181818106638,57.82704162597656,23672700,57.07393404642741,54.573004786173506,0.006780763650566272,0.0025188273865521804,0.016927512828309954,0.12379674933547366,
2017-01-26 00:00:00-05:00,58.2266081921223,58.6080035099179,57.70899481727242,58.362815856933594,43554600,57.13750012715658,54.647711817423506,0.0069390606667826815,0.009265115694875092,0.017091460213107368,0.12494484570949038,
2017-01-27 00:00:00-05:00,59.37987409483899,59.85208373722655,58.92583009232261,59.73402786254883,44818000,57.222255325317384,54.74086159600152,0.007771059887426946,0.0234946170002579,0.05063110662858539,0.1278831795088651,
2017-01-30 00:00:00-05:00,59.652306143731224,59.74311356298042,58.84410833453799,59.14377212524414,31651400,57.29641571044922,54.82865566677518,0.007966574315213647,-0.009881398566708,0.03875604551953704,0.12661833616145068,
2017-01-31 00:00:00-05:00,58.89857572089873,59.161922016328624,58.35372442228796,58.70787811279297,25270500,57.35907351175944,54.90208549499512,0.008107692790970377,-0.007370074595988152,0.03390355086291774,0.12568427045572075,
2017-02-01 00:00:00-05:00,58.44453637916702,58.68064116731922,57.636338722043654,57.736228942871094,39671500,57.39781850179036,54.9641177283393,0.008674820830756517,-0.016550575513137877,0.017279946724426676,0.12360214924804154,
2017-02-02 00:00:00-05:00,57.43656700847772,57.581860952465576,56.982523000505566,57.36391830444336,45827000,57.38419710795085,55.025921969943575,0.007854286709576778,-0.006448475164460898,0.013964732012123893,0.12280433466628535,
2017-02-03 00:00:00-05:00,57.663585515891675,57.845203800883844,57.27310741558674,57.82704162597656,30301800,57.388434727986656,55.098183695475264,0.0079947436693689,0.00807342551245016,0.014982479363411905,0.12379674933547366,
2017-02-06 00:00:00-05:00,57.66359012288313,57.799804713530186,57.33667787659493,57.79072189331055,19796400,57.39146169026693,55.15951864454481,0.007995848170521394,-0.0006280752333991391,0.010800516186128872,0.12371892074467969,
2017-02-07 00:00:00-05:00,57.88151071898058,57.917831593776015,57.41838405852272,57.60000228881836,20277200,57.38782908121745,55.21793267991808,0.008019626027714805,-0.0033001768838306633,-0.001417241339402131,0.12331023276806638,
2017-02-08 00:00:00-05:00,57.72715128831172,57.945093922711784,57.409321888228966,57.51829147338867,18096400,57.390855916341145,55.28175273471408,0.007972278382680727,-0.0014185904892846102,-0.0053392002064514,0.12313513683121029,
2017-02-09 00:00:00-05:00,57.68175421895376,58.51719703883704,57.50013591340687,58.172119140625,22644400,57.414466349283856,55.35083317226834,0.008234379737765531,0.011367299870838954,-0.0032674351555629366,0.12453620677935798,
2017-02-10 00:00:00-05:00,58.34464816749096,58.39005533421641,58.09946401631146,58.11762619018555,18170700,57.445038096110025,55.42111218770345,0.008184432522306105,-0.0009367537446542951,-0.02705998122347797,0.12441943528271983,
2017-02-13 00:00:00-05:00,58.335568588396164,58.898585617520766,58.23567835858113,58.771453857421875,22920100,57.50012893676758,55.50045979817708,0.008402500091130366,0.011250075237015489,-0.006295139022141405,0.12582050523086752,
2017-02-14 00:00:00-05:00,58.84453992819382,59.127751582861734,58.48823217629952,58.9907112121582,23108400,57.585533396402994,55.57823482089572,0.008042743717476984,0.003730677741412336,0.00481763450591477,0.12629034599476469,
2017-02-15 00:00:00-05:00,58.926763545279094,58.99071479280077,58.61614519164899,58.95417022705078,17005200,57.65640093485514,55.65460154215495,0.00798154324541339,-0.00061943625287042,0.021094922659129933,0.12621204328798857,
2017-02-16 00:00:00-05:00,59.146029487089855,59.60282614633248,58.871955673642596,58.945037841796875,20546300,57.73543955485026,55.73026546902127,0.007913282046317032,-0.00015490651838090397,0.02756296264425573,0.12619247374210465,
2017-02-17 00:00:00-05:00,58.899359456254416,59.1003510916454,58.74405027260266,59.036399841308594,21248800,57.8175235748291,55.80453923543294,0.00790888686710313,0.0015499523430102524,0.020913368232705398,0.12638825094507866,
2017-02-21 00:00:00-05:00,59.027243836877986,59.337862108828595,58.88106561231672,58.91761016845703,20655900,57.87930196126302,55.88601205613878,0.007812631660734384,-0.002012142901174019,0.019499467011796057,0.12613369970914504,
2017-02-22 00:00:00-05:00,58.771448149009466,58.82626150675225,58.515643185993156,58.79885482788086,19292700,57.943176142374675,55.966967052883575,0.007793473196179143,-0.0020156170665549533,0.020813411309451135,0.12587922204293275,
2017-02-23 00:00:00-05:00,58.853677004515184,59.13689565900408,58.64355445490717,59.036399841308594,20273100,58.01557388305664,56.052465735541446,0.007806065680459982,0.004039959861855902,0.02639348855871848,0.12638825094507866,
2017-02-24 00:00:00-05:00,58.95417282221067,59.200846909340896,58.597872003167936,59.036399841308594,21796800,58.070718129475914,56.132953347100155,0.007667180181106766,0.0,0.01485730128885776,0.12638825094507866,
2017-02-27 00:00:00-05:00,58.96331500698291,58.96331500698291,58.51565622197597,58.68010330200195,15871500,58.13154233296712,56.211486392550995,0.007544103781809786,-0.006035200999118806,0.009678253374901136,0.12562475255113395,
2017-02-28 00:00:00-05:00,58.54305590265459,58.652682629446424,58.25070286252276,58.45169448852539,23239800,58.18202832539876,56.28307181464301,0.007597985356611494,-0.0038924405483923286,-0.005440725861099338,0.12513530136928544,
2017-03-01 00:00:00-05:00,58.588746605500596,59.37443754575364,58.48825076638695,59.32876205444336,26937500,58.26689567565918,56.36570544772678,0.007985941847378593,0.015004998120116797,0.005730577498368694,0.127014746169009,
2017-03-02 00:00:00-05:00,59.10035060270715,59.15516396820994,58.360338802683906,58.47910690307617,24539600,58.32434933980306,56.4417046017117,0.008487952203002382,-0.014321133998843494,-0.008058180144763227,0.1251940427045911,
2017-03-03 00:00:00-05:00,58.46083155456307,58.72577093912702,58.1227995546368,58.6983642578125,18135900,58.3951655069987,56.49598651462131,0.008463252310371374,0.003749328030944854,-0.004184806609954572,0.1256638834684883,
2017-03-06 00:00:00-05:00,58.44256665448272,58.981583375525304,58.29639186053785,58.71664047241211,18750300,58.45327224731445,56.53704181247287,0.008393220371389289,0.0003113581584546221,-0.0054163087477556715,0.12570304708349658,
