Date,Open,High,Low,Close,Volume,30-day MA,90-day MA,200-day MA,Volatility,Daily Returns,10-day Momentum,Close (Scaled),PE_Ratio,Market Condition
1981-12-18 00:00:00-05:00,0.07872488349676132,0.07915504178938132,0.07872488349676132,0.07872488349676132,71724800,0.06487227417528629,0.06505404478973813,0.08054847162216902,0.03190856025429368,0.08284524068289012,0.2039596548419773,0.00017284730530361662,,Neutral Market
1981-12-22 00:00:00-05:00,0.07657328248023987,0.07700344064548079,0.07657328248023987,0.07657328248023987,53827200,0.0657756627847751,0.06497755414909787,0.08046028077602387,0.033345161524068946,0.017141834663032984,0.1866673332715223,0.00016374740025487067,,Neutral Market
1982-08-24 00:00:00-04:00,0.055494602769613266,0.05592476076340008,0.055494602769613266,0.055494602769613266,155769600,0.046747278918822605,0.047550238503350155,0.056640782915055754,0.032076561943612275,0.04879195854204954,0.2285717726001637,7.459797968537295e-05,,Neutral Market
1982-08-25 00:00:00-04:00,0.05936608463525773,0.05979624864039522,0.05936608463525773,0.05936608463525772,357078400,0.04729217539230982,0.047578915746675596,0.05662357646971941,0.033920750840560746,0.06976321430242449,0.30188365106036463,9.097188781461511e-05,,Neutral Market
1982-08-27 00:00:00-04:00,0.05850577636323228,0.05850577636323228,0.058075617998838425,0.058075617998838425,98649600,0.04828159896035989,0.04770319341785378,0.05657840963453054,0.035376755484297404,-0.04929280062369146,0.2857117879714146,8.551403397934619e-05,,Neutral Market
1982-08-30 00:00:00-04:00,0.05893591791391372,0.05936607611366723,0.05893591791391372,0.05893591791391373,80438400,0.04871178554991881,0.04777011606428358,0.05653754062950611,0.03539425620323164,0.014813444001448461,0.28037166856720175,8.915255593602674e-05,,Neutral Market
1983-07-20 00:00:00-04:00,0.15056636933146209,0.15185684952970196,0.14024173512373714,0.14196237921714783,304886400,0.1744558001557986,0.17157832897371716,0.14093194387853145,0.028608627149567144,-0.05714370260758428,-0.12928868507057456,0.00044030172745589287,,Neutral Market
1983-07-25 00:00:00-04:00,0.1505663682507395,0.1505663682507395,0.14626398265719695,0.14841479063034058,76428800,0.16890636185805002,0.17176474134127298,0.14204397950321435,0.03107172225982794,-0.014289414254261001,-0.09210869703335856,0.0004675913275000622,,Neutral Market
1984-04-16 00:00:00-05:00,0.08861861096019148,0.09077018987356815,0.08646780169453264,0.0903400257229805,68118400,0.08810264791051546,0.08826038249664836,0.0948824587278068,0.022400102673914683,0.01942529059368092,0.05528214482126659,0.0002219719759905438,,Neutral Market
1984-04-17 00:00:00-05:00,0.09206064405821344,0.09593209731276309,0.09206064405821344,0.09464161098003387,332953600,0.08830341547727585,0.08848981890413496,0.09454260824248195,0.022928452745695344,0.047615497368174386,0.10000264986134999,0.00024016494815299252,,Neutral Market
1984-04-18 00:00:00-05:00,0.09464158163039382,0.09679238960340175,0.09421142348197398,0.09636222571134567,199673600,0.08847547993063927,0.08873359378841188,0.09420921014621854,0.02257329901836879,0.01818031956022792,0.14285705449317532,0.0002474420550887963,,Neutral Market
1984-04-19 00:00:00-05:00,0.09636225747477314,0.09765273808904383,0.09550193515071331,0.09722257405519485,123401600,0.08863320474823316,0.08899170756340027,0.09389087153598666,0.022497009800757455,0.008928273890501215,0.17098330704026155,0.0002510807818684159,,Neutral Market
1984-04-23 00:00:00-05:00,0.09722254705980933,0.1002336829733862,0.09636223071826813,0.09765271097421646,293865600,0.08886262352267901,0.08921636417508125,0.09358328716829419,0.02216348427484995,0.004424249442083417,0.2074423380524404,0.0002528999877021188,,Neutral Market
1984-04-24 00:00:00-05:00,0.09765271234198179,0.09937335653643734,0.09550190997073069,0.09593207389116287,281568000,0.08891997834046682,0.08938843665851487,0.09324558762833476,0.021425589200032465,-0.017619962271276823,0.18616724961121411,0.00024562278623265074,,Neutral Market
1984-04-25 00:00:00-05:00,0.09593209251504466,0.09679241477929203,0.0942114479865499,0.09507177025079727,194880000,0.08899167155226072,0.08951271358463499,0.09292294742539525,0.021332265159592426,-0.008967841572377955,0.11616310096695281,0.00024198424852035953,,Neutral Market
1984-06-26 00:00:00-04:00,0.0937812912724568,0.09421145530983704,0.08947890996932983,0.08947890996932983,148646400,0.10102253506580988,0.0964339373840226,0.08852638592943549,0.030713728809534137,-0.04587646344180096,-0.1072975129607241,0.0002183300035551203,,Neutral Market
1984-06-27 00:00:00-04:00,0.0894788986601685,0.09033999052997345,0.08345664310345988,0.08689793199300766,377283200,0.10026253213485083,0.09644349639614423,0.08841023499146104,0.030870370321636625,-0.028844539760339516,-0.15126527461450434,0.00020741410681725402,,Neutral Market
1984-06-28 00:00:00-04:00,0.08689792550976022,0.09206062810632294,0.08689792550976022,0.09077014774084091,118316800,0.09978932837645213,0.0964530638522572,0.08831989740952849,0.03150329967479281,0.04456050516996002,-0.08657493500926816,0.0002237911188018038,,Neutral Market
1984-06-29 00:00:00-04:00,0.09077013396842869,0.09550190224876826,0.09077013396842869,0.09120029211044312,141993600,0.09948821340998014,0.09641960677173403,0.08825751999393106,0.03058171411175739,0.004738830775403269,-0.0862021458247374,0.00022561035614672802,,Neutral Market
1984-07-02 00:00:00-04:00,0.09120029460232065,0.09163045849972466,0.08646775080179323,0.08818839490413666,159667200,0.09901498431960741,0.0963718019425869,0.08819299200549721,0.030715347410218655,-0.03302508288744366,-0.13502037952875878,0.00021287194489691226,,Neutral Market
1984-07-03 00:00:00-04:00,0.08818841245476935,0.08861857643778155,0.08560744578760851,0.08689793199300766,179065600,0.09825498138864835,0.0963000995417436,0.08807684106752277,0.027196271311052057,-0.01463302413579215,-0.1404243737344868,0.00020741410681725402,,Neutral Market
1984-07-05 00:00:00-04:00,0.0868979547056159,0.08775827715286622,0.08388682901205927,0.08517730981111526,93184000,0.09755233526229859,0.09621405882967843,0.08794993603602051,0.02692496024784355,-0.019800496311360383,-0.18182068667402373,0.00020013696837022877,,Neutral Market
1984-07-06 00:00:00-04:00,0.0851772995295401,0.08775826655974787,0.08345665484273493,0.08646778017282486,95648000,0.09696439728140831,0.09619971993896696,0.0878402372263372,0.02709917397379759,0.015150400553519239,-0.1336204068125132,0.00020559483796110838,,Neutral Market
1984-07-09 00:00:00-04:00,0.08646780169453264,0.09077018987356815,0.08517732073004908,0.0903400257229805,190668800,0.09660593171914418,0.09619971993896696,0.08773269331082702,0.028248104502305714,0.04478252526451021,-0.08296409954742023,0.0002219719759905438,,Neutral Market
1984-07-11 00:00:00-04:00,0.09249077802375874,0.0937812581934382,0.0899090365498837,0.09120029211044312,121094400,0.09597502946853638,0.09616626310679648,0.08780582847073674,0.028725163053294023,-0.013953139176386742,0.019237853274065575,0.00022561035614672802,,Neutral Market
1984-07-12 00:00:00-04:00,0.0912003171796346,0.09335112571183063,0.09077015891937804,0.0916304811835289,168694400,0.09570259302854538,0.09616148355934355,0.0878596025146544,0.028698108964099304,0.004716970342209192,0.054461010543980004,0.0002274297825589806,,Neutral Market
1984-07-13 00:00:00-04:00,0.09163046989904128,0.09335111421544198,0.08947889198436129,0.09077014774084091,135945600,0.0953584648668766,0.09618538982338376,0.08791982883587479,0.028574858198277674,-0.009389162116968497,0.0,0.0002237911188018038,,Neutral Market
1984-07-16 00:00:00-04:00,0.09077016223547726,0.09077016223547726,0.08603761709047958,0.08861858397722244,202988800,0.09482788170377414,0.09615670417745908,0.08797144806012511,0.027917572450225095,-0.023703429124753983,-0.028308112545234354,0.00021469137130916485,,Neutral Market
1984-07-17 00:00:00-04:00,0.08861858397722244,0.08947890627280339,0.08732809766203205,0.08861858397722244,84851200,0.09438335771361987,0.0961136792269018,0.0880166151560843,0.027683300024455695,0.0,0.004878068974420113,0.00021469137130916485,,Neutral Market
1984-07-18 00:00:00-04:00,0.08861858504509265,0.08904874332624764,0.08689794043319665,0.08732809871435165,104025600,0.0940965585410595,0.09607543423771858,0.08805532982572913,0.025773165722358885,-0.014562241969500178,0.004950252687009993,0.0002092334386958424,,Neutral Market
1984-07-19 00:00:00-04:00,0.08732809871435165,0.08861858504509265,0.08646777640840365,0.08732809871435165,77907200,0.09368070935209592,0.09599895278612773,0.08809834590181709,0.024462487659598884,0.0,0.02525072590348132,0.0002092334386958424,,Neutral Market
1984-07-20 00:00:00-04:00,0.08732809871435165,0.08861858504509265,0.08689794043319665,0.08732809871435165,33174400,0.09329353968302409,0.09593680972854296,0.0881478183157742,0.024458808300617495,0.0,0.009949585149604312,0.0002092334386958424,,Neutral Market
1984-07-23 00:00:00-04:00,0.08732810251622745,0.08732810251622745,0.08431697718613751,0.08646778017282486,94035200,0.09289202988147735,0.09587944638397959,0.08819729080423713,0.024483191870214707,-0.009851566153305069,-0.04286301137470927,0.00020559483796110838,,Neutral Market
1984-07-24 00:00:00-04:00,0.08646777220753062,0.09292096170793633,0.08603761394727405,0.0916304811835289,179244800,0.09266261011362076,0.09587466683652666,0.08830483859404921,0.027109450087170223,0.05970664449099128,-0.009301985377853206,0.0002274297825589806,,Neutral Market
1984-07-25 00:00:00-04:00,0.0920606404542923,0.09421144901009675,0.0920606404542923,0.0920606404542923,200457600,0.09239017342527707,0.09587944638397959,0.08842529149726033,0.026891687963885868,0.004694499747325498,0.00943361390561459,0.00022924908292634762,,Neutral Market
1984-07-30 00:00:00-04:00,0.09335114896633946,0.09378130733375188,0.08689795785839285,0.08775828033685684,125036800,0.09150112196803092,0.09594158911042744,0.0887070626206696,0.028356037281103683,-0.05991214728200012,-0.00970793711380813,0.00021105283359687361,,Neutral Market
1984-07-31 00:00:00-04:00,0.08775828033685684,0.08904876118273325,0.08560747126887729,0.08775828033685684,199628800,0.09102792118986448,0.09594158911042744,0.08875438032671809,0.02795957448894176,0.0,-0.00970793711380813,0.00021105283359687361,,Neutral Market
